Pressure, Temperature, X_ch4,X_CO2, ch4_uptake, co2_uptake,ch4_diff,co2_diff
13500000.06,320,0.404,0.596,19.59582,132.68704,8.71E-09,6.70E-09
13500000.06,320,0.308,0.692,14.3051,140.36868,6.36E-09,5.55E-09
13500000.06,320,0.212,0.788,9.62078,146.5546,9.16E-09,5.47E-09
13500000.06,320,0.116,0.884,5.36682,152.61346,5.38E-09,6.93E-09
13500000.06,320,0.02,0.98,0.99818,158.50752,9.39E-09,5.86E-09
13500000.06,340,0.98,0.02,96.9838,7.75606,1.20E-08,9.71E-09
13500000.06,340,0.884,0.116,76.34124,39.39932,1.02E-08,1.14E-08
13500000.06,340,0.788,0.212,59.9124,63.8478,1.06E-08,1.02E-08
13500000.06,340,0.692,0.308,46.64888,83.6284,7.42E-09,1.04E-08
13500000.06,340,0.596,0.404,35.9915,98.82844,6.75E-09,8.96E-09
13500000.06,340,0.5,0.5,27.6074,111.36154,9.76E-09,8.18E-09
13500000.06,340,0.404,0.596,20.5844,121.39956,7.99E-09,6.83E-09
13500000.06,340,0.308,0.692,14.7208,129.92316,8.13E-09,7.49E-09
13500000.06,340,0.212,0.788,9.58388,137.1337,4.19E-09,6.97E-09
13500000.06,340,0.116,0.884,5.14198,143.44794,8.45E-09,7.14E-09
13500000.06,340,0.02,0.98,0.89222,149.6642,1.74E-09,6.47E-09
13500000.06,360,0.98,0.02,89.54846,6.1389,1.68E-08,4.69E-09
13500000.06,360,0.884,0.116,72.7918,31.98904,1.50E-08,9.66E-09
13500000.06,360,0.788,0.212,58.46264,53.79452,8.23E-09,1.22E-08
13500000.06,360,0.692,0.308,46.80392,71.36304,1.05E-08,1.10E-08
13500000.06,360,0.596,0.404,36.74168,86.3327,1.26E-08,1.03E-08
13500000.06,360,0.5,0.5,28.71602,98.60168,1.54E-08,8.67E-09
13500000.06,360,0.404,0.596,21.24754,109.56996,1.06E-08,8.74E-09
13500000.06,360,0.308,0.692,15.2331,118.62718,4.87E-09,8.69E-09
13500000.06,360,0.212,0.788,9.8907,126.5084,7.19E-09,9.47E-09
13500000.06,360,0.116,0.884,5.20668,133.22288,6.79E-09,8.76E-09
13500000.06,360,0.02,0.98,0.8646,139.76868,7.36E-09,8.09E-09
13500000.06,380,0.98,0.02,82.33014,4.93096,2.01E-08,1.14E-08
13500000.06,380,0.884,0.116,68.6139,26.41332,1.22E-08,1.59E-08
13500000.06,380,0.788,0.212,56.50912,44.95694,1.33E-08,1.09E-08
13500000.06,380,0.692,0.308,46.18512,60.92348,1.13E-08,1.16E-08
13500000.06,380,0.596,0.404,36.72692,75.05226,1.02E-08,1.27E-08
13500000.06,380,0.5,0.5,28.78382,87.24052,1.44E-08,1.31E-08
13500000.06,380,0.404,0.596,21.96914,97.661,1.13E-08,1.05E-08
13500000.06,380,0.308,0.692,15.65926,107.22572,9.78E-09,9.55E-09
13500000.06,380,0.212,0.788,10.29188,115.11134,1.10E-08,1.08E-08
13500000.06,380,0.116,0.884,5.33704,122.83808,1.04E-08,9.68E-09
13500000.06,380,0.02,0.98,0.8728,129.5982,3.74E-08,7.82E-09
13500000.06,400,0.98,0.02,75.71676,3.9929,1.66E-08,2.13E-08
13500000.06,400,0.884,0.116,64.13516,21.81294,1.53E-08,1.88E-08
13500000.06,400,0.788,0.212,53.90614,37.9938,1.62E-08,1.23E-08
13500000.06,400,0.692,0.308,44.51796,52.34,1.54E-08,1.37E-08
13500000.06,400,0.596,0.404,36.20714,65.08246,1.82E-08,1.31E-08
13500000.06,400,0.5,0.5,28.66834,76.58472,1.75E-08,1.22E-08
13500000.06,400,0.404,0.596,21.93772,86.80224,8.64E-09,1.34E-08
13500000.06,400,0.308,0.692,15.7759,96.4194,1.06E-08,1.20E-08
13500000.06,400,0.212,0.788,10.38162,104.75674,6.39E-09,1.15E-08
13500000.06,400,0.116,0.884,5.4301,112.31248,1.21E-09,1.25E-08
13500000.06,400,0.02,0.98,0.902,119.29388,1.58E-08,1.10E-08
15000000.05,200,0.98,0.02,130.54288,49.65706,1.59E-09,1.81E-09
15000000.05,200,0.884,0.116,71.02882,118.1563,1.37E-09,1.89E-09
15000000.05,200,0.788,0.212,46.89134,145.70882,1.53E-09,2.00E-09
15000000.05,200,0.692,0.308,32.3646,164.01576,1.34E-09,1.95E-09
15000000.05,200,0.596,0.404,26.99456,169.90342,1.83E-09,1.96E-09
15000000.05,200,0.5,0.5,23.1949,175.15184,1.29E-09,1.96E-09
15000000.05,200,0.404,0.596,18.77986,180.39276,2.25E-09,1.85E-09
15000000.05,200,0.308,0.692,14.50674,184.9786,1.68E-09,1.69E-09
15000000.05,200,0.212,0.788,12.30176,187.80864,1.17E-09,1.97E-09
15000000.05,200,0.116,0.884,7.8463,191.05908,1.21E-09,1.95E-09
15000000.05,200,0.02,0.98,1.71936,198.8152,9.32E-11,1.79E-09
15000000.05,220,0.98,0.02,132.18974,38.51732,2.57E-09,3.39E-09
15000000.05,220,0.884,0.116,74.70802,105.9008,2.14E-09,3.05E-09
15000000.05,220,0.788,0.212,50.6231,135.11014,7.63E-10,2.44E-09
15000000.05,220,0.692,0.308,38.30832,150.66418,1.77E-09,2.50E-09
15000000.05,220,0.596,0.404,31.36134,158.65484,2.12E-09,2.41E-09
15000000.05,220,0.5,0.5,26.39048,164.661,1.98E-09,2.66E-09
15000000.05,220,0.404,0.596,20.80104,170.58494,1.78E-09,2.61E-09
15000000.05,220,0.308,0.692,16.43388,176.6941,1.52E-09,2.72E-09
15000000.05,220,0.212,0.788,11.9392,182.02872,1.87E-09,2.53E-09
15000000.05,220,0.116,0.884,7.16078,187.60828,1.63E-09,2.46E-09
15000000.05,220,0.02,0.98,1.406,194.7517,2.04E-09,1.92E-09
15000000.05,240,0.98,0.02,131.10364,30.25264,3.61E-09,3.98E-09
15000000.05,240,0.884,0.116,76.83094,95.87422,3.25E-09,3.60E-09
15000000.05,240,0.788,0.212,53.9532,124.24592,2.80E-09,3.58E-09
15000000.05,240,0.692,0.308,42.00686,138.58582,2.08E-09,2.39E-09
15000000.05,240,0.596,0.404,32.1968,150.34834,2.07E-09,3.55E-09
15000000.05,240,0.5,0.5,26.9424,157.76346,2.84E-09,2.66E-09
15000000.05,240,0.404,0.596,22.38768,162.62192,2.63E-09,2.80E-09
15000000.05,240,0.308,0.692,16.64448,169.66584,3.82E-09,2.83E-09
15000000.05,240,0.212,0.788,12.36714,174.99178,2.99E-09,2.98E-09
15000000.05,240,0.116,0.884,7.18958,179.9779,2.42E-09,3.07E-09
15000000.05,240,0.02,0.98,1.3281,188.01042,5.99E-10,2.82E-09
15000000.05,260,0.98,0.02,127.24112,23.28166,5.51E-09,3.82E-09
15000000.05,260,0.884,0.116,78.54774,84.95526,4.08E-09,4.42E-09
15000000.05,260,0.788,0.212,54.86398,114.57862,3.29E-09,4.18E-09
15000000.05,260,0.692,0.308,41.91694,130.62358,3.60E-09,3.64E-09
15000000.05,260,0.596,0.404,33.33308,142.00256,2.88E-09,5.20E-09
15000000.05,260,0.5,0.5,27.68254,148.72082,3.35E-09,3.29E-09
15000000.05,260,0.404,0.596,21.96394,156.21232,2.85E-09,3.39E-09
15000000.05,260,0.308,0.692,17.78682,161.40846,3.47E-09,3.43E-09
15000000.05,260,0.212,0.788,12.6912,167.1267,4.77E-09,3.51E-09
15000000.05,260,0.116,0.884,7.1717,173.62338,2.53E-09,3.97E-09
15000000.05,260,0.02,0.98,1.37284,181.16642,8.86E-10,3.24E-09
15000000.05,280,0.98,0.02,121.70826,17.4675,6.44E-09,8.69E-09
15000000.05,280,0.884,0.116,80.47158,72.31286,5.20E-09,5.03E-09
15000000.05,280,0.788,0.212,57.94228,101.94996,3.84E-09,4.78E-09
15000000.05,280,0.692,0.308,43.25064,120.69282,3.30E-09,4.91E-09
15000000.05,280,0.596,0.404,33.96736,133.00648,4.18E-09,5.07E-09
15000000.05,280,0.5,0.5,26.84664,142.09232,3.79E-09,4.02E-09
15000000.05,280,0.404,0.596,21.75704,148.69496,5.52E-09,4.20E-09
15000000.05,280,0.308,0.692,16.67926,154.61896,2.81E-09,4.56E-09
15000000.05,280,0.212,0.788,11.88554,161.23256,6.80E-09,4.08E-09
15000000.05,280,0.116,0.884,6.91566,166.90692,3.91E-09,4.41E-09
15000000.05,280,0.02,0.98,1.26498,173.83548,5.22E-10,3.88E-09
15000000.05,300,0.98,0.02,114.99364,13.19312,1.01E-08,3.20E-09
15000000.05,300,0.884,0.116,81.13176,60.17506,7.27E-09,6.54E-09
15000000.05,300,0.788,0.212,59.8352,89.05114,5.52E-09,5.86E-09
15000000.05,300,0.692,0.308,44.71064,109.28382,4.73E-09,6.77E-09
15000000.05,300,0.596,0.404,34.59024,122.983,5.04E-09,5.14E-09
15000000.05,300,0.5,0.5,26.65874,133.43328,4.80E-09,5.86E-09
15000000.05,300,0.404,0.596,20.729,141.5356,4.99E-09,6.16E-09
15000000.05,300,0.308,0.692,15.84924,147.9897,6.42E-09,4.69E-09
15000000.05,300,0.212,0.788,11.10674,154.30752,3.32E-09,4.94E-09
15000000.05,300,0.116,0.884,6.37614,160.30404,3.49E-09,4.55E-09
15000000.05,300,0.02,0.98,1.1329,166.87916,7.20E-09,4.95E-09
15000000.05,320,0.98,0.02,107.33984,10.14696,1.20E-08,1.38E-08
15000000.05,320,0.884,0.116,80.47938,49.00454,9.29E-09,8.76E-09
15000000.05,320,0.788,0.212,61.02438,76.31106,9.54E-09,7.40E-09
15000000.05,320,0.692,0.308,47.22802,95.81778,6.62E-09,6.77E-09
15000000.05,320,0.596,0.404,36.08398,110.98588,5.75E-09,5.98E-09
15000000.05,320,0.5,0.5,27.3853,123.44546,6.16E-09,5.90E-09
15000000.05,320,0.404,0.596,20.82078,132.46926,5.44E-09,5.85E-09
15000000.05,320,0.308,0.692,15.33866,140.04422,6.02E-09,5.41E-09
15000000.05,320,0.212,0.788,10.22704,146.8678,5.71E-09,6.01E-09
15000000.05,320,0.116,0.884,5.78492,152.8618,5.51E-09,5.47E-09
15000000.05,320,0.02,0.98,1.05292,159.0476,1.03E-09,6.27E-09
15000000.05,340,0.98,0.02,100.1341,7.90754,1.18E-08,1.18E-08
15000000.05,340,0.884,0.116,78.64868,39.82102,1.23E-08,9.80E-09
15000000.05,340,0.788,0.212,61.5982,64.56756,9.05E-09,9.01E-09
15000000.05,340,0.692,0.308,48.05826,83.70492,1.01E-08,8.01E-09
15000000.05,340,0.596,0.404,37.20632,99.12674,5.42E-09,7.47E-09
15000000.05,340,0.5,0.5,28.54788,111.6094,9.76E-09,8.33E-09
15000000.05,340,0.404,0.596,21.43102,121.8794,1.01E-08,8.13E-09
15000000.05,340,0.308,0.692,15.48816,130.30798,9.46E-09,6.85E-09
15000000.05,340,0.212,0.788,10.1325,137.8901,9.38E-09,7.74E-09
15000000.05,340,0.116,0.884,5.4576,144.07814,5.23E-09,6.74E-09
15000000.05,340,0.02,0.98,0.9558,150.09966,4.88E-09,7.39E-09
15000000.05,360,0.98,0.02,92.36096,6.30256,1.34E-08,6.02E-09
15000000.05,360,0.884,0.116,75.05436,32.73648,1.45E-08,1.33E-08
15000000.05,360,0.788,0.212,60.5064,54.27052,1.19E-08,1.22E-08
15000000.05,360,0.692,0.308,48.24144,72.30218,1.20E-08,9.88E-09
15000000.05,360,0.596,0.404,38.005,87.3041,8.96E-09,9.53E-09
15000000.05,360,0.5,0.5,29.61686,99.41598,9.72E-09,9.00E-09
15000000.05,360,0.404,0.596,22.27748,110.18972,1.02E-08,7.99E-09
15000000.05,360,0.308,0.692,15.92726,119.71306,9.15E-09,1.01E-08
15000000.05,360,0.212,0.788,10.33232,128.0505,1.26E-08,8.82E-09
15000000.05,360,0.116,0.884,5.41438,134.7376,8.02E-10,8.53E-09
15000000.05,360,0.02,0.98,0.90254,141.6576,1.98E-08,8.91E-09
15000000.05,380,0.98,0.02,85.55016,5.06828,1.70E-08,2.50E-08
15000000.05,380,0.884,0.116,71.01668,27.01742,1.49E-08,1.27E-08
15000000.05,380,0.788,0.212,58.47906,45.93306,1.47E-08,1.20E-08
15000000.05,380,0.692,0.308,47.45784,62.4096,1.47E-08,1.31E-08
15000000.05,380,0.596,0.404,38.10378,76.43152,1.19E-08,1.08E-08
15000000.05,380,0.5,0.5,29.74032,88.8041,8.50E-09,1.06E-08
15000000.05,380,0.404,0.596,22.51366,99.5153,7.38E-09,9.20E-09
15000000.05,380,0.308,0.692,16.06848,109.12588,9.65E-09,9.26E-09
15000000.05,380,0.212,0.788,10.64946,117.05974,1.03E-08,1.04E-08
15000000.05,380,0.116,0.884,5.54458,124.89062,6.47E-09,9.54E-09
15000000.05,380,0.02,0.98,0.92112,131.40346,2.05E-08,9.34E-09
15000000.05,400,0.98,0.02,78.88076,4.16666,1.86E-08,1.20E-08
15000000.05,400,0.884,0.116,66.79868,22.55994,1.54E-08,1.30E-08
15000000.05,400,0.788,0.212,56.05732,38.9965,1.65E-08,6.63E-09
15000000.05,400,0.692,0.308,46.01462,53.84832,1.51E-08,1.29E-08
15000000.05,400,0.596,0.404,37.49874,66.7752,1.21E-08,1.17E-08
15000000.05,400,0.5,0.5,29.51974,78.7417,1.18E-08,1.16E-08
15000000.05,400,0.404,0.596,22.67234,89.11208,1.15E-08,1.09E-08
15000000.05,400,0.308,0.692,16.31726,98.40954,1.36E-08,1.05E-08
15000000.05,400,0.212,0.788,10.73694,106.71258,9.45E-09,9.78E-09
15000000.05,400,0.116,0.884,5.61746,114.34144,2.00E-08,1.06E-08
15000000.05,400,0.02,0.98,0.93422,121.21854,2.07E-09,1.05E-08
16500000.05,200,0.98,0.02,130.92414,48.83272,1.67E-09,2.26E-09
16500000.05,200,0.884,0.116,73.08346,115.41106,1.52E-09,1.58E-09
16500000.05,200,0.788,0.212,45.85846,147.62552,1.33E-09,1.94E-09
16500000.05,200,0.692,0.308,34.14782,161.49606,1.30E-09,2.14E-09
16500000.05,200,0.596,0.404,25.75052,171.96884,1.48E-09,1.61E-09
16500000.05,200,0.5,0.5,22.18844,176.20298,1.40E-09,1.70E-09
16500000.05,200,0.404,0.596,18.6751,180.8625,6.80E-10,1.74E-09
16500000.05,200,0.308,0.692,15.19092,183.71538,2.06E-09,1.95E-09
16500000.05,200,0.212,0.788,12.66832,187.55534,1.09E-09,1.83E-09
16500000.05,200,0.116,0.884,7.5344,193.06832,1.32E-09,1.66E-09
16500000.05,200,0.02,0.98,1.5072,200.92606,1.87E-09,1.92E-09
16500000.05,220,0.98,0.02,134.15746,36.8452,2.54E-09,3.00E-09
16500000.05,220,0.884,0.116,75.77986,105.49026,1.68E-09,2.53E-09
16500000.05,220,0.788,0.212,51.82656,133.55638,1.46E-09,2.93E-09
16500000.05,220,0.692,0.308,39.60344,148.13392,2.51E-09,2.25E-09
16500000.05,220,0.596,0.404,30.74118,158.97896,2.12E-09,2.41E-09
16500000.05,220,0.5,0.5,26.53286,164.085,2.17E-09,2.51E-09
16500000.05,220,0.404,0.596,20.4288,171.92576,2.00E-09,2.43E-09
16500000.05,220,0.308,0.692,16.24702,176.37512,8.70E-10,2.51E-09
16500000.05,220,0.212,0.788,12.24034,181.46026,1.60E-09,2.33E-09
16500000.05,220,0.116,0.884,7.77526,186.78836,7.65E-10,2.22E-09
16500000.05,220,0.02,0.98,1.47938,194.64892,2.04E-09,1.92E-09
16500000.05,240,0.98,0.02,133.02724,28.5786,3.06E-09,3.94E-09
16500000.05,240,0.884,0.116,79.12628,93.62322,3.00E-09,3.43E-09
16500000.05,240,0.788,0.212,55.38562,122.43338,2.58E-09,3.27E-09
16500000.05,240,0.692,0.308,42.38714,138.35586,2.19E-09,3.07E-09
16500000.05,240,0.596,0.404,33.7333,148.73566,2.26E-09,3.92E-09
16500000.05,240,0.5,0.5,27.64004,156.4121,1.87E-09,2.70E-09
16500000.05,240,0.404,0.596,22.00114,163.2154,2.63E-09,2.80E-09
16500000.05,240,0.308,0.692,17.04924,169.58494,1.88E-09,3.21E-09
16500000.05,240,0.212,0.788,12.11616,175.32914,2.99E-09,2.98E-09
16500000.05,240,0.116,0.884,7.61428,180.11678,1.45E-09,3.08E-09
16500000.05,240,0.02,0.98,1.34564,188.02372,5.99E-10,2.82E-09
16500000.05,260,0.98,0.02,128.99182,22.1244,4.71E-09,7.02E-09
16500000.05,260,0.884,0.116,80.82912,83.51042,3.32E-09,4.90E-09
16500000.05,260,0.788,0.212,57.7138,111.49204,3.51E-09,3.92E-09
16500000.05,260,0.692,0.308,43.42674,129.6799,3.24E-09,3.52E-09
16500000.05,260,0.596,0.404,34.94564,140.11082,2.62E-09,4.91E-09
16500000.05,260,0.5,0.5,28.69768,147.85718,2.91E-09,3.37E-09
16500000.05,260,0.404,0.596,22.3393,155.94694,2.85E-09,3.39E-09
16500000.05,260,0.308,0.692,17.6762,161.98956,3.19E-09,3.48E-09
16500000.05,260,0.212,0.788,12.10752,168.5725,1.64E-09,3.73E-09
16500000.05,260,0.116,0.884,7.13378,174.38082,2.53E-09,3.97E-09
16500000.05,260,0.02,0.98,1.36508,180.72338,8.86E-10,3.24E-09
16500000.05,280,0.98,0.02,123.23594,17.02948,7.40E-09,6.65E-09
16500000.05,280,0.884,0.116,82.58198,70.5085,5.61E-09,5.46E-09
16500000.05,280,0.788,0.212,59.60984,100.39728,4.29E-09,4.92E-09
16500000.05,280,0.692,0.308,45.5179,118.63442,4.03E-09,4.69E-09
16500000.05,280,0.596,0.404,34.94368,132.08326,4.81E-09,4.68E-09
16500000.05,280,0.5,0.5,28.2626,140.62394,4.17E-09,5.21E-09
16500000.05,280,0.404,0.596,22.31544,148.42612,3.94E-09,4.27E-09
16500000.05,280,0.308,0.692,17.34766,154.77214,2.81E-09,4.56E-09
16500000.05,280,0.212,0.788,12.10226,161.43024,6.80E-09,4.08E-09
16500000.05,280,0.116,0.884,7.15352,167.0998,3.91E-09,4.41E-09
16500000.05,280,0.02,0.98,1.2484,173.69394,5.22E-10,3.88E-09
16500000.05,300,0.98,0.02,116.4722,13.01008,8.78E-09,6.88E-09
16500000.05,300,0.884,0.116,83.2639,59.156,7.52E-09,8.31E-09
16500000.05,300,0.788,0.212,61.30252,88.61672,6.23E-09,4.42E-09
16500000.05,300,0.692,0.308,46.98368,107.51594,5.85E-09,5.83E-09
16500000.05,300,0.596,0.404,35.84308,122.3242,5.58E-09,6.66E-09
16500000.05,300,0.5,0.5,28.21348,132.44442,4.03E-09,6.04E-09
16500000.05,300,0.404,0.596,21.86352,141.0739,3.87E-09,4.92E-09
16500000.05,300,0.308,0.692,16.60184,147.61724,7.46E-09,5.64E-09
16500000.05,300,0.212,0.788,11.61684,154.05874,3.79E-09,4.86E-09
16500000.05,300,0.116,0.884,6.57404,160.31464,3.90E-09,4.65E-09
16500000.05,300,0.02,0.98,1.18438,167.24974,7.20E-09,4.95E-09
16500000.05,320,0.98,0.02,109.73538,10.15354,9.99E-09,1.17E-08
16500000.05,320,0.884,0.116,82.71068,48.64714,8.90E-09,7.75E-09
16500000.05,320,0.788,0.212,62.6466,76.2438,4.84E-09,7.23E-09
16500000.05,320,0.692,0.308,48.13954,95.90714,6.47E-09,7.22E-09
16500000.05,320,0.596,0.404,37.44138,110.6928,4.62E-09,6.41E-09
16500000.05,320,0.5,0.5,28.82174,122.60388,5.79E-09,5.92E-09
16500000.05,320,0.404,0.596,21.77522,131.84112,6.23E-09,6.75E-09
16500000.05,320,0.308,0.692,15.99234,140.04352,7.88E-09,6.08E-09
16500000.05,320,0.212,0.788,10.99518,146.24714,4.47E-09,6.29E-09
16500000.05,320,0.116,0.884,6.14654,152.91282,5.51E-09,5.47E-09
16500000.05,320,0.02,0.98,1.09784,159.13652,1.03E-09,6.27E-09
16500000.05,340,0.98,0.02,102.46192,7.9918,1.12E-08,1.79E-08
16500000.05,340,0.884,0.116,80.37482,40.10662,8.36E-09,1.06E-08
16500000.05,340,0.788,0.212,62.6885,65.03366,1.04E-08,8.71E-09
16500000.05,340,0.692,0.308,49.39668,83.91142,9.51E-09,7.51E-09
16500000.05,340,0.596,0.404,38.44152,99.53012,8.81E-09,7.62E-09
16500000.05,340,0.5,0.5,29.6838,111.72692,7.93E-09,7.45E-09
16500000.05,340,0.404,0.596,22.22058,121.96914,6.33E-09,7.56E-09
16500000.05,340,0.308,0.692,15.99596,130.80272,9.18E-09,6.85E-09
16500000.05,340,0.212,0.788,10.62886,138.27946,1.11E-09,7.13E-09
16500000.05,340,0.116,0.884,5.81212,144.6411,8.31E-09,6.56E-09
16500000.05,340,0.02,0.98,0.99468,151.32752,3.84E-09,6.88E-09
16500000.05,360,0.98,0.02,95.09522,6.38868,1.40E-08,1.16E-08
16500000.05,360,0.884,0.116,76.9125,33.15366,1.36E-08,1.21E-08
16500000.05,360,0.788,0.212,62.07626,54.90576,1.36E-08,1.06E-08
16500000.05,360,0.692,0.308,49.42194,73.1591,1.04E-08,1.14E-08
16500000.05,360,0.596,0.404,39.21032,88.0328,9.43E-09,1.16E-08
16500000.05,360,0.5,0.5,30.22956,100.72788,7.46E-09,9.24E-09
16500000.05,360,0.404,0.596,22.8818,111.0414,9.64E-09,9.30E-09
16500000.05,360,0.308,0.692,16.49592,120.42264,9.15E-09,1.01E-08
16500000.05,360,0.212,0.788,10.81268,128.4704,1.42E-08,7.77E-09
16500000.05,360,0.116,0.884,5.73594,135.83182,7.63E-09,8.81E-09
16500000.05,360,0.02,0.98,0.95016,142.1494,7.06E-10,8.40E-09
16500000.05,380,0.98,0.02,88.07968,5.21748,1.45E-08,6.82E-09
16500000.05,380,0.884,0.116,73.10934,27.56642,1.42E-08,1.32E-08
16500000.05,380,0.788,0.212,60.24528,46.75754,1.22E-08,1.23E-08
16500000.05,380,0.692,0.308,48.93348,63.34942,1.02E-08,1.29E-08
16500000.05,380,0.596,0.404,39.1155,77.84516,1.11E-08,1.09E-08
16500000.05,380,0.5,0.5,30.55624,89.989,1.33E-08,1.02E-08
16500000.05,380,0.404,0.596,23.2122,100.92978,9.14E-09,1.05E-08
16500000.05,380,0.308,0.692,16.80296,109.82016,1.35E-08,9.16E-09
16500000.05,380,0.212,0.788,10.91226,118.79516,1.76E-08,9.28E-09
16500000.05,380,0.116,0.884,5.74916,125.84274,1.04E-08,9.02E-09
16500000.05,380,0.02,0.98,0.95474,132.94522,6.76E-09,9.92E-09
16500000.05,400,0.98,0.02,81.58042,4.30222,1.64E-08,1.33E-08
16500000.05,400,0.884,0.116,68.96688,23.2751,1.61E-08,1.73E-08
16500000.05,400,0.788,0.212,57.60696,40.1839,1.76E-08,1.09E-08
16500000.05,400,0.692,0.308,47.4867,55.16452,1.19E-08,1.08E-08
16500000.05,400,0.596,0.404,38.50172,68.27856,1.35E-08,1.01E-08
16500000.05,400,0.5,0.5,30.54082,80.02562,1.52E-08,1.05E-08
16500000.05,400,0.404,0.596,23.28322,90.405,1.13E-08,1.46E-08
16500000.05,400,0.308,0.692,16.86856,100.03642,1.12E-08,1.28E-08
16500000.05,400,0.212,0.788,11.13934,108.3033,8.90E-09,1.05E-08
16500000.05,400,0.116,0.884,5.83578,116.28236,2.17E-08,7.84E-09
16500000.05,400,0.02,0.98,0.96608,123.28354,1.27E-08,9.28E-09
18000000.04,200,0.98,0.02,132.02308,48.53792,1.75E-09,1.10E-09
18000000.04,200,0.884,0.116,74.86952,114.14122,1.74E-09,2.23E-09
18000000.04,200,0.788,0.212,46.28422,146.44362,1.86E-09,2.21E-09
18000000.04,200,0.692,0.308,31.929,164.49298,1.34E-09,1.95E-09
18000000.04,200,0.596,0.404,27.77966,168.9435,1.14E-09,1.81E-09
18000000.04,200,0.5,0.5,22.57046,175.84056,1.19E-09,1.96E-09
18000000.04,200,0.404,0.596,20.10364,178.43292,1.29E-09,2.14E-09
18000000.04,200,0.308,0.692,15.8915,182.38416,1.13E-09,2.13E-09
18000000.04,200,0.212,0.788,11.34022,188.76604,1.17E-09,1.93E-09
18000000.04,200,0.116,0.884,7.23852,192.98776,1.75E-09,2.01E-09
18000000.04,200,0.02,0.98,1.59264,200.22526,1.31E-09,1.73E-09
18000000.04,220,0.98,0.02,136.03908,35.79756,2.29E-09,3.29E-09
18000000.04,220,0.884,0.116,78.97844,102.64636,2.06E-09,2.63E-09
18000000.04,220,0.788,0.212,53.938,131.99704,1.81E-09,2.37E-09
18000000.04,220,0.692,0.308,39.80966,148.71254,1.60E-09,2.58E-09
18000000.04,220,0.596,0.404,33.4952,156.21054,1.68E-09,2.38E-09
18000000.04,220,0.5,0.5,25.55812,165.38972,1.98E-09,2.66E-09
18000000.04,220,0.404,0.596,20.4528,171.8532,2.11E-09,1.96E-09
18000000.04,220,0.308,0.692,16.8655,176.58734,1.44E-09,2.63E-09
18000000.04,220,0.212,0.788,12.18984,182.4579,1.88E-09,2.41E-09
18000000.04,220,0.116,0.884,7.59956,186.79006,7.43E-10,2.14E-09
18000000.04,220,0.02,0.98,1.4471,194.00056,3.02E-09,2.49E-09
18000000.04,240,0.98,0.02,134.8272,27.75156,3.46E-09,4.71E-09
18000000.04,240,0.884,0.116,80.71926,92.77088,2.71E-09,3.34E-09
18000000.04,240,0.788,0.212,57.22978,120.46592,3.11E-09,3.05E-09
18000000.04,240,0.692,0.308,43.7734,137.0556,2.47E-09,3.20E-09
18000000.04,240,0.596,0.404,35.7779,146.89774,2.30E-09,2.88E-09
18000000.04,240,0.5,0.5,26.82296,158.10916,2.84E-09,2.66E-09
18000000.04,240,0.404,0.596,23.3241,161.91034,2.29E-09,2.78E-09
18000000.04,240,0.308,0.692,17.65532,168.87786,1.94E-09,2.95E-09
18000000.04,240,0.212,0.788,12.3892,175.30358,2.99E-09,2.98E-09
18000000.04,240,0.116,0.884,7.56936,180.6171,2.85E-09,2.78E-09
18000000.04,240,0.02,0.98,1.43936,187.67048,5.99E-10,2.82E-09
18000000.04,260,0.98,0.02,130.50898,21.54816,5.01E-09,5.98E-09
18000000.04,260,0.884,0.116,83.36104,80.72782,4.92E-09,4.13E-09
18000000.04,260,0.788,0.212,59.91964,109.8141,3.49E-09,4.10E-09
18000000.04,260,0.692,0.308,45.16398,128.19898,3.54E-09,3.09E-09
18000000.04,260,0.596,0.404,36.3048,138.95002,3.17E-09,3.57E-09
18000000.04,260,0.5,0.5,29.54654,147.49212,2.46E-09,3.07E-09
18000000.04,260,0.404,0.596,23.33722,155.03804,2.51E-09,3.43E-09
18000000.04,260,0.308,0.692,18.23572,161.17534,3.47E-09,3.43E-09
18000000.04,260,0.212,0.788,12.68108,168.51422,1.75E-09,4.20E-09
18000000.04,260,0.116,0.884,7.2651,174.62786,2.29E-09,3.69E-09
18000000.04,260,0.02,0.98,1.32074,181.90584,1.92E-09,3.06E-09
18000000.04,280,0.98,0.02,125.00436,16.84136,6.91E-09,6.70E-09
18000000.04,280,0.884,0.116,84.49774,69.72644,5.44E-09,5.12E-09
18000000.04,280,0.788,0.212,61.29346,99.10278,4.16E-09,4.84E-09
18000000.04,280,0.692,0.308,46.70322,118.10154,5.13E-09,4.61E-09
18000000.04,280,0.596,0.404,37.2277,129.68976,3.99E-09,3.78E-09
18000000.04,280,0.5,0.5,29.14834,139.9992,5.36E-09,4.24E-09
18000000.04,280,0.404,0.596,23.3591,147.47672,3.38E-09,4.25E-09
18000000.04,280,0.308,0.692,17.8578,154.34686,3.87E-09,4.82E-09
18000000.04,280,0.212,0.788,12.56342,160.8745,4.67E-09,4.40E-09
18000000.04,280,0.116,0.884,6.88098,167.82702,2.98E-09,4.12E-09
18000000.04,280,0.02,0.98,1.2744,174.63628,1.58E-09,4.16E-09
18000000.04,300,0.98,0.02,118.69628,12.94868,8.10E-09,1.08E-08
18000000.04,300,0.884,0.116,85.3713,58.09034,5.76E-09,6.56E-09
18000000.04,300,0.788,0.212,63.32058,87.19148,4.72E-09,6.37E-09
